date,channel,campaign_name,spend,clicks,impressions,conversions,attributed_revenue
14/12/2025,TikTok Ads,Holiday Campaign - TikTok Ads,2364.0,3162,14962,145,6515.05
12-15-2025,Google Ads,Back to School - Google Ads,108.92,2633,77479,1,123.21
15/12/2025,TikTok Ads,Winter Sale - TikTok Ads,1277.23,930,71465,63,4712.72
15/12/2025,Affiliate,New Customer Acquisition - Affiliate,315.47,2636,7342,103,9007.86
16/12/2025,Email,Summer Deals - Email,2391.7,4963,68501,130,8370.4
2025-12-16,TikTok Ads,Winter Sale - TikTok Ads,1013.31,256,13310,17,2292.55
16/12/2025,Affiliate,Summer Deals - Affiliate,1337.2,5944,46635,575,53959.97
17/12/2025,Google Ads,Back to School - Google Ads,1010.61,5922,88631,543,68418.87
17/12/2025,Meta Ads,Winter Sale - Meta Ads,900.92,4314,88268,500,48842.25
12-17-2025,Email,Summer Deals - Email,1381.0,1554,79128,150,25246.32
17/12/2025,Affiliate,Winter Sale - Affiliate,669.18,4764,55218,435,49380.47
18/12/2025,Google Ads,VIP Retargeting - Google Ads,2437.42,1607,46795,39,3793.86
2025-12-18,Meta Ads,Winter Sale - Meta Ads,2032.26,5456,29135,275,13576.23
12-18-2025,Email,VIP Retargeting - Email,1796.03,4485,80651,256,33253.66
2025-12-18,Affiliate,Back to School - Affiliate,830.31,1105,62521,7,1182.24
2025-12-19,Email,Back to School - Email,2108.52,570,78320,63,2679.61
12-19-2025,TikTok Ads,New Customer Acquisition - TikTok Ads,706.54,384,60749,12,1424.0
2025-12-19,Affiliate,Holiday Campaign - Affiliate,1174.01,2961,44576,277,13149.09
20/12/2025,Google Ads,Winter Sale - Google Ads,2110.46,3148,61519,339,32199.26
12-20-2025,Meta Ads,Flash Promo - Meta Ads,655.0,4902,48892,382,31801.84
12-21-2025,Google Ads,VIP Retargeting - Google Ads,954.48,5343,37225,111,8788.27
21/12/2025,Meta Ads,Flash Promo - Meta Ads,1598.08,1883,41556,157,8510.12
12-21-2025,Email,Winter Sale - Email,658.05,4516,6530,352,39527.69
21/12/2025,TikTok Ads,VIP Retargeting - TikTok Ads,1791.02,4847,34297,46,2564.02
21/12/2025,Affiliate,Flash Promo - Affiliate,2306.1,4993,72155,131,20768.84
12-22-2025,Email,New Customer Acquisition - Email,1702.38,4865,26059,473,23823.08
12-22-2025,TikTok Ads,Summer Deals - TikTok Ads,1017.32,269,54568,27,1640.69
12-22-2025,Affiliate,New Customer Acquisition - Affiliate,1413.83,887,42535,77,13401.13
2025-12-23,Google Ads,Flash Promo - Google Ads,567.67,2215,66046,69,4193.02
2025-12-23,Meta Ads,VIP Retargeting - Meta Ads,206.37,1331,42679,124,7862.68
12-23-2025,Email,VIP Retargeting - Email,2360.19,2118,88309,17,740.33
2025-12-23,TikTok Ads,New Customer Acquisition - TikTok Ads,2152.17,1809,36059,88,14095.92
23/12/2025,Affiliate,Flash Promo - Affiliate,1697.05,1053,18594,65,5762.97
2025-12-24,Google Ads,Holiday Campaign - Google Ads,2289.13,2657,61531,218,9765.73
24/12/2025,Meta Ads,Flash Promo - Meta Ads,1899.69,1580,6233,79,3962.11
2025-12-24,Affiliate,Summer Deals - Affiliate,1367.49,1799,41629,41,5278.8
25/12/2025,Google Ads,VIP Retargeting - Google Ads,899.68,1672,51544,58,3506.36
12-25-2025,Meta Ads,VIP Retargeting - Meta Ads,284.11,3553,46118,198,19977.8
2025-12-25,Email,Summer Deals - Email,1896.88,5092,57515,208,30621.93
2025-12-25,Affiliate,VIP Retargeting - Affiliate,1904.03,4471,81788,512,26049.88
2025-12-26,Google Ads,Back to School - Google Ads,1798.39,1138,89219,129,16835.08
2025-12-26,Email,Holiday Campaign - Email,298.69,341,25165,17,2053.74
27/12/2025,Google Ads,Back to School - Google Ads,564.76,5764,64825,382,38786.05
2025-12-27,Meta Ads,Summer Deals - Meta Ads,1648.39,1460,50413,89,4750.85
27/12/2025,Email,Holiday Campaign - Email,1863.9,4495,15958,193,30408.07
2025-12-27,TikTok Ads,VIP Retargeting - TikTok Ads,931.8,3181,25335,0,0.0
27/12/2025,Affiliate,VIP Retargeting - Affiliate,1133.37,3917,57664,0,0.0
12-28-2025,Google Ads,Back to School - Google Ads,1891.42,5475,11195,202,17353.37
12-28-2025,Meta Ads,VIP Retargeting - Meta Ads,487.72,540,86612,56,9625.11
28/12/2025,Email,New Customer Acquisition - Email,206.65,4715,30040,248,20275.05
12-28-2025,TikTok Ads,Holiday Campaign - TikTok Ads,1111.65,631,53848,74,6461.03
2025-12-28,Affiliate,Holiday Campaign - Affiliate,711.72,5946,13275,636,88428.34
2025-12-29,Google Ads,New Customer Acquisition - Google Ads,1936.05,651,54702,0,0.0
12-29-2025,Meta Ads,Winter Sale - Meta Ads,1268.67,5534,74413,552,30198.76
29/12/2025,Email,Holiday Campaign - Email,2120.11,4028,13912,283,27477.11
2025-12-29,TikTok Ads,Summer Deals - TikTok Ads,1750.85,1687,16338,128,16632.48
29/12/2025,Affiliate,Flash Promo - Affiliate,1891.16,431,73986,47,7122.75
30/12/2025,Google Ads,VIP Retargeting - Google Ads,363.28,1796,41610,102,9249.12
12-30-2025,Meta Ads,New Customer Acquisition - Meta Ads,193.11,5315,32447,514,89054.52
2025-12-31,Google Ads,Summer Deals - Google Ads,1136.86,1492,26737,89,12976.99
2025-12-31,Meta Ads,Back to School - Meta Ads,1791.43,2362,22501,170,24669.18
2025-12-31,TikTok Ads,Flash Promo - TikTok Ads,758.01,929,44181,0,0.0
