return_id,order_id,product_id,return_date,return_reason,refunded_amount
RET-001512,ORD-023816,PROD-0104,11-20-2025,Changed mind,265.9
RET-001513,ORD-005354,PROD-0028,17/01/2026,Changed mind,1603.84
RET-001514,ORD-003370,PROD-0029,07/12/2025,Changed mind,364.34
RET-001515,ORD-003305,PROD-0077,05/12/2025,Damaged item,13.8
RET-001516,ORD-021739,PROD-0110,12/11/2025,Product not as described,884.91
RET-001517,ORD-017186,PROD-0016,26/09/2025,Wrong size,831.54
RET-001518,ORD-005849,PROD-0127,02-04-2025,Product not as described,1117.41
RET-001519,ORD-019251,PROD-0074,09-11-2025,Product not as described,50.4
RET-001520,ORD-010573,PROD-0067,2025-05-17,Changed mind,826.66
RET-001521,ORD-018061,PROD-0052,01/06/2025,Product not as described,174.93
RET-001522,ORD-004211,PROD-0096,2025-03-18,Late delivery,385.85
RET-001523,ORD-006986,PROD-0111,04-24-2025,Product not as described,95.15
RET-001524,ORD-022550,PROD-0176,11-14-2025,Wrong size,194.93
RET-001525,ORD-005082,PROD-0056,2025-03-17,Damaged item,715.29
RET-001526,ORD-009795,PROD-0102,2025-12-23,Damaged item,278.36
RET-001527,ORD-013152,PROD-0034,05-13-2025,Wrong size,467.05
RET-001528,ORD-022932,PROD-0179,09-07-2025,Damaged item,167.86
RET-001529,ORD-004832,PROD-0132,07-07-2025,Damaged item,137.99
RET-001530,ORD-003321,PROD-0007,10-23-2025,Changed mind,707.98
RET-001531,ORD-022674,PROD-0148,05-15-2025,Changed mind,28.73
RET-001532,ORD-004027,PROD-0163,2025-11-04,Wrong size,281.46
RET-001533,ORD-015542,PROD-0102,03/07/2025,Product not as described,349.43
RET-001534,ORD-016519,PROD-0004,2025-02-02,Changed mind,1808.14
RET-001535,ORD-015735,PROD-0095,06-11-2025,Late delivery,852.4
RET-001536,ORD-022023,PROD-0161,13/10/2025,Changed mind,78.92
RET-001537,ORD-005334,PROD-0005,06/04/2025,Changed mind,142.39
RET-001538,ORD-000866,PROD-0106,02-25-2025,Product not as described,371.43
RET-001539,ORD-023271,PROD-0005,01-03-2025,Product not as described,207.85
RET-001540,ORD-004372,PROD-0150,13/06/2025,Changed mind,447.75
RET-001541,ORD-023406,PROD-0141,03/11/2025,Late delivery,165.09
RET-001542,ORD-013849,PROD-0122,2026-01-05,Late delivery,340.41
RET-001543,ORD-006984,PROD-0084,15/09/2025,Damaged item,685.41
RET-001544,ORD-021603,PROD-0120,2025-07-24,Changed mind,234.72
RET-001545,ORD-023039,PROD-0080,2025-11-24,Changed mind,210.64
RET-001546,ORD-018411,PROD-0132,09/06/2025,Late delivery,144.11
RET-001547,ORD-023326,PROD-0138,04-20-2025,Product not as described,828.92
RET-001548,ORD-007643,PROD-0097,2025-11-22,Damaged item,148.9
RET-001549,ORD-008992,PROD-0136,01-11-2025,Damaged item,2198.7
RET-001550,ORD-014222,PROD-0109,2025-06-18,Defective product,151.21
RET-001551,ORD-019602,PROD-0013,2025-09-13,Wrong size,1177.33
RET-001552,ORD-014975,PROD-0148,27/10/2025,Wrong size,27.73
RET-001553,ORD-002890,PROD-0093,04-29-2025,Late delivery,256.82
RET-001554,ORD-023240,PROD-0149,2025-09-11,Damaged item,54.28
RET-001555,ORD-013541,PROD-0106,14/03/2025,Wrong size,329.19
RET-001556,ORD-022476,PROD-0094,12-28-2025,Damaged item,369.79
RET-001557,ORD-024270,PROD-0116,25/04/2025,Changed mind,310.58
RET-001558,ORD-007826,PROD-0066,12/10/2025,Defective product,841.17
RET-001559,ORD-022822,PROD-0101,09-19-2025,Wrong size,450.98
RET-001560,ORD-007500,PROD-0085,2026-01-19,Wrong size,114.15
RET-001561,ORD-013786,PROD-0121,09-11-2025,Changed mind,482.82
RET-001562,ORD-021300,PROD-0159,2026-01-05,Late delivery,578.55
RET-001563,ORD-020546,PROD-0137,04-01-2025,Late delivery,219.76
RET-001564,ORD-012231,PROD-0174,02/09/2025,Late delivery,81.27
RET-001565,ORD-008665,PROD-0025,06/05/2025,Late delivery,147.98
RET-001566,ORD-007304,PROD-0046,01-27-2025,Changed mind,123.48
RET-001567,ORD-023227,PROD-0136,2025-05-19,Wrong size,456.9
RET-001568,ORD-005861,PROD-0013,2025-08-29,Damaged item,1592.85
RET-001569,ORD-000117,PROD-0063,10-10-2025,Wrong size,50.2
RET-001570,ORD-009717,PROD-0120,05-19-2025,Defective product,69.6
RET-001571,ORD-008759,PROD-0119,11-21-2025,Product not as described,658.88
RET-001572,ORD-016208,PROD-0033,23/12/2025,Damaged item,54.03
RET-001573,ORD-019044,PROD-0077,10-03-2025,Late delivery,6.89
RET-001574,ORD-020763,PROD-0038,07-23-2025,Late delivery,321.24
RET-001575,ORD-014532,PROD-0062,28/05/2025,Damaged item,54.88
RET-001576,ORD-014446,PROD-0030,04/12/2025,Product not as described,433.44
RET-001577,ORD-009721,PROD-0045,2025-03-16,Changed mind,859.37
RET-001578,ORD-011773,PROD-0117,2025-09-17,Wrong size,859.05
RET-001579,ORD-001211,PROD-0174,2025-12-15,Wrong size,283.5
RET-001580,ORD-019729,PROD-0034,19/08/2025,Defective product,1054.78
RET-001581,ORD-019998,PROD-0152,10-21-2025,Changed mind,279.95
RET-001582,ORD-016005,PROD-0008,17/03/2025,Defective product,904.29
RET-001583,ORD-011432,PROD-0077,01/05/2025,Late delivery,10.76
RET-001584,ORD-001363,PROD-0034,2025-11-21,Damaged item,719.97
RET-001585,ORD-015868,PROD-0030,17/02/2025,Damaged item,2945.92
RET-001586,ORD-022417,PROD-0168,15/05/2025,Damaged item,377.85
RET-001587,ORD-024175,PROD-0102,2025-06-20,Damaged item,348.26
RET-001588,ORD-012579,PROD-0014,19/09/2025,Wrong size,472.59
RET-001589,ORD-007475,PROD-0113,2025-11-06,Product not as described,463.84
RET-001590,ORD-006887,PROD-0026,2025-03-29,Wrong size,161.02
RET-001591,ORD-014630,PROD-0080,12-18-2025,Changed mind,526.7
RET-001592,ORD-008073,PROD-0163,2025-01-23,Damaged item,511.06
RET-001593,ORD-017563,PROD-0044,08-06-2025,Product not as described,97.9
RET-001594,ORD-004402,PROD-0159,01/07/2025,Changed mind,563.43
RET-001595,ORD-007913,PROD-0021,07-14-2025,Defective product,195.08
RET-001596,ORD-002085,PROD-0109,2025-07-24,Changed mind,187.73
RET-001597,ORD-010399,PROD-0076,04/11/2025,Defective product,250.27
RET-001598,ORD-016338,PROD-0110,29/11/2025,Changed mind,253.83
RET-001599,ORD-003843,PROD-0085,2025-06-26,Changed mind,229.75
RET-001600,ORD-002365,PROD-0173,2025-11-16,Wrong size,84.85
RET-001601,ORD-001338,PROD-0057,22/01/2025,Wrong size,552.85
RET-001602,ORD-010741,PROD-0108,2026-01-04,Late delivery,505.14
RET-001603,ORD-023429,PROD-0043,2025-06-17,Product not as described,62.07
RET-001604,ORD-012884,PROD-0146,22/03/2025,Changed mind,467.72
RET-001605,ORD-002013,PROD-0037,12/08/2025,Changed mind,246.63
RET-001606,ORD-021340,PROD-0023,03-01-2025,Defective product,203.75
RET-001607,ORD-023792,PROD-0090,2025-07-17,Defective product,140.29
RET-001608,ORD-022818,PROD-0069,24/02/2025,Changed mind,83.31
RET-001609,ORD-019767,PROD-0009,21/06/2025,Defective product,22.71
RET-001610,ORD-006064,PROD-0015,20/08/2025,Late delivery,316.84
RET-001611,ORD-012693,PROD-0050,03-07-2025,Defective product,1303.86
RET-001612,ORD-001922,PROD-0113,16/09/2025,Wrong size,451.43
RET-001613,ORD-013911,PROD-0017,2025-06-07,Wrong size,73.84
RET-001614,ORD-002342,PROD-0053,11/06/2025,Changed mind,23.46
RET-001615,ORD-007327,PROD-0088,02-22-2025,Late delivery,422.87
RET-001616,ORD-016708,PROD-0097,02-03-2025,Damaged item,153.3
RET-001617,ORD-005623,PROD-0154,2025-12-20,Defective product,393.09
RET-001618,ORD-007356,PROD-0036,30/10/2025,Late delivery,520.27
RET-001619,ORD-013705,PROD-0146,07-26-2025,Late delivery,534.28
RET-001620,ORD-015298,PROD-0134,12-17-2025,Product not as described,26.94
RET-001621,ORD-015029,PROD-0048,27/02/2025,Product not as described,390.11
RET-001622,ORD-015725,PROD-0090,2025-06-12,Late delivery,128.8
RET-001623,ORD-019210,PROD-0074,23/04/2025,Changed mind,62.9
RET-001624,ORD-018360,PROD-0052,05-02-2025,Wrong size,56.67
RET-001625,ORD-021724,PROD-0164,2025-03-19,Late delivery,417.38
RET-001626,ORD-000451,PROD-0086,04-07-2025,Changed mind,466.16
RET-001627,ORD-019770,PROD-0123,05-17-2025,Damaged item,370.68
RET-001628,ORD-001944,PROD-0082,02-11-2025,Product not as described,599.78
RET-001629,ORD-009538,PROD-0141,12-22-2025,Late delivery,393.41
RET-001630,ORD-009577,PROD-0087,20/01/2025,Wrong size,92.39
RET-001631,ORD-016420,PROD-0055,04-07-2025,Defective product,1298.66
RET-001632,ORD-003688,PROD-0126,01-01-2026,Late delivery,38.59
RET-001633,ORD-005853,PROD-0168,2025-06-05,Damaged item,503.79
RET-001634,ORD-000510,PROD-0035,10-28-2025,Wrong size,398.43
RET-001635,ORD-007252,PROD-0088,03/09/2025,Late delivery,726.75
RET-001636,ORD-005648,PROD-0129,08/07/2025,Late delivery,1117.38
RET-001637,ORD-024945,PROD-0052,08/06/2025,Defective product,98.7
RET-001638,ORD-005386,PROD-0040,2025-09-06,Product not as described,174.59
RET-001639,ORD-005241,PROD-0032,28/11/2025,Wrong size,397.89
RET-001640,ORD-000522,PROD-0078,09-18-2025,Wrong size,166.47
RET-001641,ORD-018705,PROD-0061,16/09/2025,Late delivery,685.16
RET-001642,ORD-003034,PROD-0072,24/11/2025,Defective product,269.5
RET-001643,ORD-021235,PROD-0003,02/07/2025,Changed mind,424.86
RET-001644,ORD-012820,PROD-0170,01-01-2026,Wrong size,1739.37
RET-001645,ORD-005745,PROD-0147,2025-12-10,Damaged item,61.73
RET-001646,ORD-011315,PROD-0129,10-27-2025,Defective product,288.93
RET-001647,ORD-011750,PROD-0071,04-25-2025,Changed mind,366.2
RET-001648,ORD-004331,PROD-0162,05-26-2025,Defective product,207.08
RET-001649,ORD-012981,PROD-0020,06-03-2025,Product not as described,964.14
RET-001650,ORD-012558,PROD-0137,2025-09-21,Wrong size,139.84
RET-001651,ORD-014209,PROD-0110,2025-05-12,Late delivery,376.47
RET-001652,ORD-024609,PROD-0073,25/03/2025,Late delivery,242.13
RET-001653,ORD-016932,PROD-0075,2025-12-06,Defective product,130.68
RET-001654,ORD-006357,PROD-0097,10-01-2025,Late delivery,441.07
RET-001655,ORD-018220,PROD-0167,25/09/2025,Product not as described,290.83
RET-001656,ORD-009181,PROD-0149,07-29-2025,Changed mind,153.81
RET-001657,ORD-018762,PROD-0071,10/10/2025,Changed mind,342.47
RET-001658,ORD-015289,PROD-0121,21/01/2025,Wrong size,110.53
RET-001659,ORD-008125,PROD-0020,04-21-2025,Product not as described,478.85
RET-001660,ORD-008285,PROD-0096,03-19-2025,Defective product,426.09
RET-001661,ORD-007957,PROD-0131,14/10/2025,Damaged item,737.82
RET-001662,ORD-020495,PROD-0041,01-06-2026,Damaged item,168.79
RET-001663,ORD-016765,PROD-0156,07/07/2025,Wrong size,334.41
RET-001664,ORD-012444,PROD-0123,05/07/2025,Product not as described,489.86
RET-001665,ORD-004572,PROD-0169,06/08/2025,Damaged item,657.66
RET-001666,ORD-013508,PROD-0047,27/05/2025,Product not as described,75.26
RET-001667,ORD-014314,PROD-0042,02-02-2026,Changed mind,80.8
RET-001668,ORD-014716,PROD-0085,05/12/2025,Damaged item,606.9
RET-001669,ORD-001536,PROD-0013,01/05/2025,Damaged item,1185.38
RET-001670,ORD-022132,PROD-0163,2025-05-13,Product not as described,2011.89
RET-001671,ORD-021820,PROD-0158,02-01-2025,Defective product,939.81
RET-001672,ORD-008675,PROD-0034,2025-03-06,Damaged item,739.12
RET-001673,ORD-000720,PROD-0145,2025-06-30,Product not as described,25.23
RET-001674,ORD-010344,PROD-0070,2025-05-03,Defective product,1682.89
RET-001675,ORD-015691,PROD-0172,04-01-2025,Product not as described,244.72
RET-001676,ORD-003564,PROD-0053,2025-12-12,Wrong size,18.58
RET-001677,ORD-019209,PROD-0132,2025-08-29,Changed mind,115.91
RET-001678,ORD-016504,PROD-0063,11-15-2025,Defective product,307.18
RET-001679,ORD-015378,PROD-0163,26/04/2025,Product not as described,334.55
RET-001680,ORD-023880,PROD-0004,05-05-2025,Damaged item,375.34
RET-001681,ORD-017969,PROD-0097,2025-02-18,Wrong size,447.62
RET-001682,ORD-020935,PROD-0041,09-19-2025,Defective product,880.74
RET-001683,ORD-015471,PROD-0019,21/04/2025,Product not as described,224.52
RET-001684,ORD-007420,PROD-0162,2025-02-05,Late delivery,215.99
RET-001685,ORD-001023,PROD-0052,06/04/2025,Late delivery,58.02
RET-001686,ORD-006355,PROD-0133,2025-04-19,Wrong size,697.96
RET-001687,ORD-007829,PROD-0092,2025-11-27,Late delivery,312.02
RET-001688,ORD-019483,PROD-0036,2025-09-22,Product not as described,1706.43
RET-001689,ORD-005185,PROD-0095,2025-09-22,Late delivery,392.27
RET-001690,ORD-003216,PROD-0065,09/10/2025,Defective product,134.78
RET-001691,ORD-005794,PROD-0134,08-22-2025,Changed mind,21.88
RET-001692,ORD-005166,PROD-0172,03/01/2026,Late delivery,154.18
RET-001693,ORD-007911,PROD-0075,03-22-2025,Wrong size,50.63
RET-001694,ORD-005846,PROD-0163,15/07/2025,Late delivery,433.04
RET-001695,ORD-021705,PROD-0058,2025-07-09,Changed mind,276.79
RET-001696,ORD-006951,PROD-0169,2025-11-17,Product not as described,198.87
RET-001697,ORD-020957,PROD-0048,06-18-2025,Late delivery,1850.93
RET-001698,ORD-009774,PROD-0156,2025-10-15,Changed mind,96.56
RET-001699,ORD-001164,PROD-0100,25/05/2025,Late delivery,550.62
RET-001700,ORD-009070,PROD-0144,05/03/2025,Wrong size,231.49
RET-001701,ORD-021584,PROD-0149,22/02/2025,Changed mind,148.29
RET-001702,ORD-003560,PROD-0129,11-25-2025,Late delivery,1148.46
RET-001703,ORD-022625,PROD-0091,2025-07-03,Wrong size,1138.08
RET-001704,ORD-000455,PROD-0156,01-20-2025,Defective product,115.86
RET-001705,ORD-024797,PROD-0172,2025-05-31,Damaged item,158.82
RET-001706,ORD-013501,PROD-0173,15/01/2026,Damaged item,92.06
RET-001707,ORD-016910,PROD-0048,15/04/2025,Changed mind,529.71
RET-001708,ORD-019581,PROD-0110,2025-01-04,Defective product,211.22
RET-001709,ORD-003257,PROD-0160,04-11-2025,Late delivery,79.54
RET-001710,ORD-020612,PROD-0131,01-29-2026,Wrong size,1060.83
RET-001711,ORD-007980,PROD-0034,12-25-2025,Wrong size,2226.6
RET-001712,ORD-021256,PROD-0038,2025-07-24,Wrong size,302.58
RET-001713,ORD-015518,PROD-0136,2025-11-02,Damaged item,2051.2
RET-001714,ORD-024197,PROD-0086,28/07/2025,Product not as described,260.14
RET-001715,ORD-016760,PROD-0158,2025-03-22,Wrong size,431.23
RET-001716,ORD-007286,PROD-0012,12-27-2025,Changed mind,998.18
RET-001717,ORD-013486,PROD-0153,2025-08-26,Product not as described,397.74
RET-001718,ORD-016487,PROD-0070,19/05/2025,Product not as described,418.73
RET-001719,ORD-016311,PROD-0142,15/01/2026,Product not as described,539.4
RET-001720,ORD-022306,PROD-0074,27/02/2025,Wrong size,151.6
RET-001721,ORD-005747,PROD-0172,2025-06-27,Changed mind,473.08
RET-001722,ORD-012637,PROD-0058,27/06/2025,Damaged item,744.51
RET-001723,ORD-000684,PROD-0028,2025-06-06,Product not as described,1657.14
RET-001724,ORD-017679,PROD-0151,12-31-2025,Damaged item,40.17
RET-001725,ORD-006078,PROD-0169,2025-02-09,Wrong size,254.07
RET-001726,ORD-013887,PROD-0140,05-31-2025,Late delivery,139.81
RET-001727,ORD-001071,PROD-0009,02-07-2025,Changed mind,24.85
RET-001728,ORD-019292,PROD-0109,11-29-2025,Wrong size,169.77
RET-001729,ORD-003861,PROD-0174,2025-02-22,Product not as described,72.2
RET-001730,ORD-002989,PROD-0021,2025-07-22,Wrong size,400.57
RET-001731,ORD-018833,PROD-0073,2025-12-08,Late delivery,229.93
RET-001732,ORD-021946,PROD-0007,2025-07-01,Changed mind,255.7
RET-001733,ORD-004288,PROD-0157,12/02/2025,Product not as described,43.2
RET-001734,ORD-024663,PROD-0136,2025-11-28,Defective product,1134.38
RET-001735,ORD-005804,PROD-0146,04-25-2025,Damaged item,888.06
RET-001736,ORD-005473,PROD-0037,01/11/2025,Wrong size,359.91
RET-001737,ORD-017379,PROD-0070,04/02/2025,Product not as described,333.31
RET-001738,ORD-020779,PROD-0065,2025-11-13,Wrong size,589.0
RET-001739,ORD-023967,PROD-0173,2025-08-01,Wrong size,63.08
RET-001740,ORD-004818,PROD-0180,26/05/2025,Damaged item,857.5
RET-001741,ORD-009907,PROD-0009,13/08/2025,Late delivery,33.91
RET-001742,ORD-017956,PROD-0112,09-26-2025,Defective product,531.22
RET-001743,ORD-022736,PROD-0132,09-20-2025,Defective product,304.9
RET-001744,ORD-022074,PROD-0163,2025-05-19,Changed mind,630.83
RET-001745,ORD-006529,PROD-0123,05-23-2025,Wrong size,723.64
RET-001746,ORD-011294,PROD-0138,2025-10-24,Defective product,980.75
RET-001747,ORD-021109,PROD-0031,04-02-2025,Wrong size,1092.99
RET-001748,ORD-002475,PROD-0067,09-24-2025,Changed mind,537.92
RET-001749,ORD-007370,PROD-0098,24/09/2025,Changed mind,64.1
RET-001750,ORD-013480,PROD-0087,16/01/2026,Defective product,52.06
